review,rating,date,bank,source,sentiment_label,sentiment_score,processed_text,theme
"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-13,CBE,Google Play,POSITIVE,0.1125,mobile banking app fast issue encountered ca access bank statement within app kindly request feature added similar offered private bank mobile banking apps,UI/UX
nice app 👌,5,2025-04-12,CBE,Google Play,POSITIVE,0.6,nice app,UI/UX
why did this app is not screenshot,5,2025-04-12,CBE,Google Play,NEUTRAL,0.0,app screenshot,UI/UX
it so good app,5,2025-04-12,CBE,Google Play,POSITIVE,0.7,good app,UI/UX
جميل,5,2025-04-11,CBE,Google Play,NEUTRAL,0.0,جميل,Other
"less network, specially to make fee for utility purpose",1,2025-04-11,CBE,Google Play,NEUTRAL,0.0952380952380952,less network specially make fee utility purpose,Other
simply for used,4,2025-04-11,CBE,Google Play,NEUTRAL,0.0,simply used,Other
wow keep up,5,2025-04-10,CBE,Google Play,NEUTRAL,0.1,wow keep,Other
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,CBE,Google Play,POSITIVE,0.8,great app updating ca take screen shot please try fix,UI/UX
good one,5,2025-04-10,CBE,Google Play,POSITIVE,0.7,good one,Other
everything is easy thank you cebe,5,2025-04-10,CBE,Google Play,POSITIVE,0.4333333333333333,everything easy thank cebe,Other
ፈጣን ቀልጣፋ,5,2025-04-10,CBE,Google Play,NEUTRAL,0.0,ፈጣን ቀልጣፋ,Other
ጎበዝ,5,2025-04-09,CBE,Google Play,NEUTRAL,0.0,ጎበዝ,Other
but this app says can't sync,5,2025-04-09,CBE,Google Play,NEUTRAL,0.0,app say ca sync,UI/UX
waw,5,2025-04-09,CBE,Google Play,NEUTRAL,0.0,waw,Other
to slow,3,2025-04-09,CBE,Google Play,NEGATIVE,-0.3,slow,UI/UX
work on screen shot system,4,2025-04-08,CBE,Google Play,NEUTRAL,0.0,work screen shot system,Other
very very nice aplication,1,2025-04-08,CBE,Google Play,POSITIVE,0.78,nice aplication,Other
wonder full and it is easy to use,5,2025-04-08,CBE,Google Play,POSITIVE,0.3916666666666666,wonder full easy use,Other
easy and reliable,2,2025-04-08,CBE,Google Play,POSITIVE,0.4333333333333333,easy reliable,Other
it is Very Useful app 👍,5,2025-04-07,CBE,Google Play,POSITIVE,0.39,useful app,UI/UX
perfect app,5,2025-04-07,CBE,Google Play,POSITIVE,1.0,perfect app,UI/UX
I like it.,5,2025-04-07,CBE,Google Play,NEUTRAL,0.0,like,Other
bugs,3,2025-04-07,CBE,Google Play,NEUTRAL,0.0,bug,Other
commerial Bank,5,2025-04-06,CBE,Google Play,NEUTRAL,0.0,commerial bank,Other
Genat biru,2,2025-04-06,CBE,Google Play,NEUTRAL,0.0,genat biru,Other
🙏,5,2025-04-06,CBE,Google Play,NEUTRAL,0.0,,Other
it is good but it doesn't allow screen shot,4,2025-04-06,CBE,Google Play,POSITIVE,0.7,good allow screen shot,Other
the best one,5,2025-04-06,CBE,Google Play,POSITIVE,1.0,best one,Other
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,CBE,Google Play,POSITIVE,0.1875,need copy many thing bank apps like amole dashen,Other
bring back the screenshot feature.,1,2025-04-05,CBE,Google Play,NEUTRAL,0.0,bring back screenshot feature,Features
Good!👍,3,2025-04-05,CBE,Google Play,NEUTRAL,0.0,good,Other
best app to experience him that to smooth transaction among the customers,1,2025-04-05,CBE,Google Play,POSITIVE,0.7,best app experience smooth transaction among customer,UI/UX
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,CBE,Google Play,POSITIVE,0.175,nice app suitable use weak side need data connection hoping fixed offline gave rate,UI/UX
easy to use,5,2025-04-05,CBE,Google Play,POSITIVE,0.4333333333333333,easy use,Other
"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04,CBE,Google Play,POSITIVE,0.3194444444444444,good job cbe team mobile app designed way simple intuitive navigate great everyone effectively handle essential banking task need perform regularly practical reliable tool make everyday banking much convenient thank useful application,UI/UX
ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,CBE,Google Play,NEUTRAL,0.0,ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,Other
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,CBE,Google Play,POSITIVE,0.156060606060606,smooth good time new update make screenshot recite even downlod button delayed putting recite gallery simple proof please fix unable show proof payment client thankyou,UI/UX
cool ❤,4,2025-04-04,CBE,Google Play,POSITIVE,0.35,cool,Other
Best app,5,2025-04-04,CBE,Google Play,POSITIVE,1.0,best app,UI/UX
best banking App,4,2025-04-03,CBE,Google Play,POSITIVE,1.0,best banking app,UI/UX
satisfied,5,2025-04-03,CBE,Google Play,POSITIVE,0.5,satisfied,Other
this app is very necessary app many people found it,5,2025-04-03,CBE,Google Play,POSITIVE,0.25,app necessary app many people found,UI/UX
cbe very active Bank I'm using CBE app very very satisfaction,5,2025-04-03,CBE,Google Play,NEUTRAL,0.0433333333333333,cbe active bank using cbe app satisfaction,UI/UX
It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,5,2025-04-03,CBE,Google Play,POSITIVE,0.4549999999999999,made life alot easier cant even imagine make transaction person app crucial good app well done,UI/UX
perfect,5,2025-04-03,CBE,Google Play,POSITIVE,1.0,perfect,Other
thankyou,5,2025-04-02,CBE,Google Play,NEUTRAL,0.0,thankyou,Other
I Like it,5,2025-04-02,CBE,Google Play,NEUTRAL,0.0,like,Other
"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",1,2025-04-02,CBE,Google Play,POSITIVE,0.4,understand reason need disable developer option access app security risk hinder app functionality go dev hope life filled inconvenience,UI/UX
smart app,5,2025-04-02,CBE,Google Play,POSITIVE,0.2142857142857142,smart app,UI/UX
isin ga'a,2,2025-04-02,CBE,Google Play,NEUTRAL,0.0,isin ga,Other
it's great,5,2025-04-02,CBE,Google Play,POSITIVE,0.8,great,Other
very good app and stars faction with work,5,2025-04-02,CBE,Google Play,POSITIVE,0.91,good app star faction work,UI/UX
It is excelent,5,2025-04-01,CBE,Google Play,NEUTRAL,0.0,excelent,Other
Smart,5,2025-04-01,CBE,Google Play,POSITIVE,0.2142857142857142,smart,Other
በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,3,2025-04-01,CBE,Google Play,NEUTRAL,0.0,በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል,Other
very interesting app,5,2025-04-01,CBE,Google Play,POSITIVE,0.65,interesting app,UI/UX
wow.......cbe.....keep it up.....!!!!!!,5,2025-04-01,CBE,Google Play,NEUTRAL,0.0,wow cbe keep,Other
ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,5,2025-04-01,CBE,Google Play,NEUTRAL,0.0,ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,Other
Excellent🙏app,5,2025-04-01,CBE,Google Play,NEUTRAL,0.0,,Other
the most useful,5,2025-04-01,CBE,Google Play,POSITIVE,0.4,useful,Other
I am more satisfied in this app . More sure you have to secure.,4,2025-04-01,CBE,Google Play,POSITIVE,0.48,satisfied app sure secure,UI/UX
Easy to use,5,2025-04-01,CBE,Google Play,POSITIVE,0.4333333333333333,easy use,Other
"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",4,2025-04-01,CBE,Google Play,POSITIVE,0.91,good sometimes nur cbe come without consent even choose locked appears,Other
Excellent !!!,5,2025-04-01,CBE,Google Play,POSITIVE,1.0,excellent,Other
always we relay on,5,2025-04-01,CBE,Google Play,NEUTRAL,0.0,always relay,Other
I'm lucky to have this🙏 thank you CBE.,5,2025-04-01,CBE,Google Play,POSITIVE,0.3333333333333333,lucky thank cbe,Other
it's need more improvement like Tellbirr.,4,2025-04-01,CBE,Google Play,POSITIVE,0.5,need improvement like tellbirr,Other
goode app,5,2025-04-01,CBE,Google Play,NEUTRAL,0.0,goode app,UI/UX
a very nice app.👍👍👍,5,2025-04-01,CBE,Google Play,POSITIVE,0.78,nice,Other
safe easy & fast,5,2025-04-01,CBE,Google Play,POSITIVE,0.3777777777777777,safe easy fast,Other
it's good app,5,2025-04-01,CBE,Google Play,POSITIVE,0.7,good app,UI/UX
It is veary useful app but screen shout was impossible .solve this problem,5,2025-04-01,CBE,Google Play,NEGATIVE,-0.1833333333333333,veary useful app screen shout impossible problem,UI/UX
ጥሩ ነው,5,2025-04-01,CBE,Google Play,NEUTRAL,0.0,ጥሩ ነው,Other
እጅግ በጣም ጥሩ አፕ,5,2025-04-01,CBE,Google Play,NEUTRAL,0.0,እጅግ በጣም ጥሩ አፕ,Other
በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,5,2025-04-01,CBE,Google Play,NEUTRAL,0.0,በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,Other
suitable app,4,2025-04-01,CBE,Google Play,POSITIVE,0.55,suitable app,UI/UX
Dear cbe this app is not comparable with 21century and pls try to solve it.💀💀💀,1,2025-04-01,CBE,Google Play,NEUTRAL,0.0,dear cbe app comparable pls try solve,UI/UX
best transaction method of financial,5,2025-04-01,CBE,Google Play,POSITIVE,0.5,best transaction method financial,Transactions
#CBE is Now going to on the right Pathway/track/!! Thank you CBE one step ahead on payment platform app!!,5,2025-04-01,CBE,Google Play,POSITIVE,0.6975446428571428,cbe going right thank cbe one step ahead payment platform app,UI/UX
It literarily don't work at all,4,2025-04-01,CBE,Google Play,NEUTRAL,0.1,literarily work,Other
good give us plus,5,2025-04-01,CBE,Google Play,POSITIVE,0.7,good give u plus,Other
"Very good application. However, I have one functionality recommendation. What if you let the app transfer money to any telebirr account as for MPESA? By the way, I am not the only one to ask this. Thank you!",4,2025-04-01,CBE,Google Play,POSITIVE,0.4549999999999999,good application however one functionality recommendation let app transfer money telebirr account mpesa way one ask thank,UI/UX
before update it was able to screenshot while after update I can't able to screenshot the transfere details,4,2025-04-01,CBE,Google Play,POSITIVE,0.5,update able screenshot update ca able screenshot transfere detail,UI/UX
Tnc Cbe,5,2025-04-01,CBE,Google Play,NEUTRAL,0.0,tnc cbe,Other
it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,4,2025-03-31,CBE,Google Play,POSITIVE,0.4125,good app integrate cbe cbe birr allow cardless withdrawal directly accout,UI/UX
great apps,5,2025-03-31,CBE,Google Play,POSITIVE,0.8,great apps,Other
Excellent,5,2025-03-31,CBE,Google Play,POSITIVE,1.0,excellent,Other
Great app!,4,2025-03-31,CBE,Google Play,POSITIVE,1.0,great app,UI/UX
CBE,5,2025-03-31,CBE,Google Play,NEUTRAL,0.0,cbe,Other
very good 👍 👏,5,2025-03-31,CBE,Google Play,POSITIVE,0.91,good,Other
great when it works,5,2025-03-31,CBE,Google Play,POSITIVE,0.8,great work,Other
"the app is very good, but why screenshots is impossible?",5,2025-03-31,CBE,Google Play,POSITIVE,0.1216666666666666,app good screenshots impossible,UI/UX
excellent match application,5,2025-03-31,CBE,Google Play,POSITIVE,1.0,excellent match application,Other
The Best app😍😍😍,5,2025-03-31,CBE,Google Play,POSITIVE,1.0,best,Other
excellent app,5,2025-03-31,CBE,Google Play,POSITIVE,1.0,excellent app,UI/UX
easy to use and user friendly,5,2025-03-31,CBE,Google Play,POSITIVE,0.4041666666666667,easy use user friendly,Other
very nice,5,2025-03-31,CBE,Google Play,POSITIVE,0.78,nice,Other
አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,3,2025-03-31,CBE,Google Play,NEUTRAL,0.0,አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,Other
well software,5,2025-03-31,CBE,Google Play,NEUTRAL,0.0,well software,Other
ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,4,2025-03-31,CBE,Google Play,NEUTRAL,0.0,ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,Other
it's not working,3,2025-06-05,Bank of Abyssinia,Google Play,NEUTRAL,0.0,working,Other
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,Bank of Abyssinia,Google Play,NEUTRAL,0.0333333333333333,hello facing problem boa mobile app every time enter phone number password app crash show error say boamobile closed app tried updating reinstalling clearing cache nothing worked please fix bug next update really need access account thank,UI/UX
exceptional,5,2025-06-03,Bank of Abyssinia,Google Play,POSITIVE,0.6666666666666666,exceptional,Other
BoA Mobile good bank,5,2025-06-02,Bank of Abyssinia,Google Play,POSITIVE,0.7,boa mobile good bank,Other
this is worest app 24/7 loading,1,2025-06-01,Bank of Abyssinia,Google Play,NEUTRAL,0.0,worest app loading,UI/UX
This App is not interest for Android phone Please update it .,1,2025-06-01,Bank of Abyssinia,Google Play,NEUTRAL,0.0,app interest android phone please update,UI/UX
BoA system is confartable,5,2025-06-01,Bank of Abyssinia,Google Play,NEUTRAL,0.0,boa system confartable,Other
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,Bank of Abyssinia,Google Play,NEUTRAL,-0.0166666666666666,app waste time work ca even long really piss fix problem,UI/UX
Good service.,3,2025-05-25,Bank of Abyssinia,Google Play,POSITIVE,0.7,good service,Customer Support
the app crush frequently,1,2025-05-24,Bank of Abyssinia,Google Play,NEUTRAL,0.1,app crush frequently,UI/UX
You guys keeps getting worst,1,2025-05-22,Bank of Abyssinia,Google Play,NEGATIVE,-1.0,guy keep getting worst,Other
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,Bank of Abyssinia,Google Play,POSITIVE,0.1380952380952381,app joke crash work take forever load half feature decorative point log transfer money even check balance without bugging developer actually trying make work kind social experiment test patience build sleep definitely look like idea functional app maybe consider different career,UI/UX
